興趣,類型,成效
"**27-55 / 十期 / 新婚成家教育
-太原車站（+5 公里）, 頭家厝菜市場（+3 公里）
-幼兒園（小學和中學教育） 、媽媽寶寶-懷孕、生產、育兒、學校（教育） 、首次購房者（房地產） 、 591房屋交易網、教育（社會觀念） 、幼兒照護（兒童和親子教育） 、學生（教育） 、住家（家居和園藝用品） 、家庭（社會觀念） 或房地產（產業）, 家長：父母（全部） 或學齡前兒童的家長（03-05 歲）, 生活要事：新婚（不到一年）",名單,可
"26-55 / 苗中彰 / 家居
-Taichung; Changhua; Miaoli
-室內設計（設計） 、居家飾品 (居家裝潢) 、傢俱（居家裝潢） 、居家裝修（家居和園藝用品） 、現代家具（居家裝潢） 、百葉簾、宜家家居（零售業者） 或家庭購物 (時尚和購物)

LINE_25-45 / 北部中部 / 年輕興趣
-Taoyuan City; Taichung; Changhua; Hsinchu; Miaoli; Nantou
-室內設計（設計） 、居家飾品 (居家裝潢) 、流行文化（社會觀念） 、 LINE 、時尚設計（設計） 、百葉簾、無印良品、家庭購物 (時尚和購物) 、社群媒體（網路媒體） 、百貨公司（零售） 、美學（哲學） 或新浪潮",流量,可
"30-60 / 北屯太平 / 年輕娛樂
-太原車站（+3 公里）, 總站夜市（+3 公里）
-上班族（流行文化） 、服裝（服飾） 、網路購物（零售） 、時尚配件（飾品配件） 、美容沙龍（化妝品） 、髮型（護髮保養） 、快時尚（服飾） 、行動支付（貨幣） 、行動銀行（銀行業） 、 LINE 、 Netflix（串流服務） 、流行音樂（音樂） 、休閒娛樂（社會觀念） 、麥當勞（餐廳） 、街頭時尚（服飾） 、運動場所 (體育運動) 、個人理財（銀行業） 、燒烤（烹飪） 、啤酒（酒精飲料） 、假期（活動） 或 591房屋交易網",,優
"28-60 / 竹科園區 / 親子 / 美食
-新竹科學園區（+5 公里）
-親子教育（兒童和親子教育） 、家庭（社會觀念） 、教養方式 (兒童和親子教育) 、私立學校（教育） 、基本英語、兒童發展（小學和中學教育） 、宮崎駿、樂高（玩具） 、美食（美食和餐飲） 、食品媒體和內容 (食物和飲品) 、早午餐（美食和餐飲） 、烹飪（美食和餐飲） 、壽司（美食和餐飲） 、燒牛肉、鮭魚、美食家（美食和餐飲） 或氣泡酒 (葡萄酒)",1510,優
"1.地點：新竹科學園區（+3 公里）, 竹北台元科技園區（+3 公里）, 新竹巨城百貨公司廣場（+3 公里）, 竹北高鐵（+3 公里）
2.興趣：高科技（電腦和電子產品） 、智慧科技 (消費電子產品) 、人工智慧（計算） 、大數據 (科學) 、新興技術（科學） 、旅遊（旅遊觀光） 、飯店（住宿） 、 http://booking.com/（旅遊觀光業） 、旅遊網站（網站） 、 http://hotels.com/（住宿） 、 Trivago 、房地產（產業） 、房屋（房地產） 或免稅商店",名單,優
"1.地點：清華大學（+3 公里） ; 臺大醫院竹北分院（+3 公里）, 明新科技大學（+3 公里）, 台大竹北校區（+3 公里）, 新竹國軍醫院（+3 公里）
2.興趣：學術期刊、學術研討會、研究、展覽館、高等教育（教育） 、教育（社會觀念） 、投資（商業與財務） 、新聞播報（新聞服務） 、大眾媒體（娛樂與媒體） 、財經（商業與財務） 、房屋（房地產） 或 591房屋交易網、行業類別：健康照護與醫療服務或教育和圖書館",名單,優
"1.地點：新竹科學園區（+3 公里）, 竹北台元科技園區（+3 公里）, 新竹巨城百貨公司廣場（+3 公里）, 竹北高鐵（+3 公里）
2.興趣：高科技（電腦和電子產品） 、智慧科技 (消費電子產品) 、人工智慧（計算） 、大數據 (科學) 、新興技術（科學） 、旅遊（旅遊觀光） 、飯店（住宿） 、 Booking.com（旅遊觀光業） 、旅遊網站（網站） 、 Hotels.com（住宿） 、 Trivago 、房地產（產業） 、房屋（房地產） 或免稅商店",訊息,優
"1.地點：清華大學（+3 公里） ; 臺大醫院竹北分院（+3 公里）, 明新科技大學（+3 公里）, 台大竹北校區（+3 公里）, 新竹國軍醫院（+3 公里）
2.興趣：學術期刊、學術研討會、研究、展覽館、高等教育（教育） 、教育（社會觀念） 、投資（商業與財務） 、新聞播報（新聞服務） 、大眾媒體（娛樂與媒體） 、財經（商業與財務） 、房屋（房地產） 或 591房屋交易網、行業類別：健康照護與醫療服務或教育和圖書館",訊息,優
"28-55 / 林口五股 / 教育享樂2
-林口 三井（+5 公里）, 新北市工商展覽中心（+5 公里）
-Podcast (音樂和音訊串流) 、當代藝術（視覺藝術） 、教育資源 (教育) 、藝術展覽（視覺藝術） 、 Craft Beer and Brewing 、早午餐（美食和餐飲） 、語言教育、女裝品牌 (服飾) 、男裝品牌 (服飾) 、英式早餐、專業發展（職業訓練） 、派對策劃 (特殊場合和活動) 、自助旅行 (旅遊) 、精品咖啡 (咖啡) 或 HydraFacial
1223
+Spotify（串流服務） 、冒險旅遊（旅遊觀光） 、露營（戶外活動） 、釀造（啤酒）",名單,優
"30-65 / 機捷沿線 / 旅遊航空科技 
-A7站（+3 公里）, 桃園國際機場捷運-新北產業園區站（+3 公里） ; A5捷運泰山站（+3 公里）
-有軌電車、旅行社和預訂 (旅遊觀光業) 、航空（航空旅行） 、航空公司、航空旅行（交通運輸） 、航空工程、 Uber（公司） 、美國聯邦機構 (政府機構) 、 Lifestyle Travel 、科技新聞 (新聞服務) 、消費電子產品媒體和內容 (電腦和電子產品) 、 NVIDIA GeForce 、智慧科技 (消費電子產品) 、網路娛樂 (娛樂和媒體) 、外語或語言教育、行為：國際飛行常客
1223
+ Google Flights 、穿戴式科技（消費電子產品） 、日語、電動車（交通工具） 或精品 (生活風格內容)",名單,可
"28-60 / 林口三井+3K / 附近職業
-林口三井 Outlet（+3 公里）
-智慧科技 (消費電子產品) 、新興技術（科學） 、半導體、食品產業、能源（科學） 或物流（商業與財務）、行業類別：政府員工（全球） 或健康照護與醫療服務",名單,優
" 27-55 / 林口三井+3K / 新婚成家
-林口三井 Outlet（+3 公里）
-婚禮（社會觀念） 、婚宴（婚禮） 、喜帖（婚禮） 、婚紗攝影（攝影） 、媽媽寶寶-懷孕、生產、育兒、戒指（珠寶） 或結婚蛋糕（婚禮）
1127主粉專
-結婚蛋糕（婚禮） 、婚宴（婚禮） 、媽媽寶寶-懷孕、生產、育兒、兒童文學（文學） 、戒指（珠寶） 、私立學校（教育） 、婚紗攝影（攝影） 、蒙台梭利教育法、喜帖（婚禮） 、婚禮（社會觀念） 、親子 (雜誌) 或教養方式 (兒童和親子教育)
1203副粉專
-林口三井 Outlet（+5 公里） ; 新光三越 桃園站前店（+5 公里）",訊息,優
"28-60 / 林口三井+3K / 房地產
-林口三井 Outlet（+3 公里）
-房地產（產業） 、不動產（房地產） 、房地產投資（投資） 、房地產開發（房地產） 、房地產投資俱樂部（俱樂部） 、創意房地產投資 (房地產) 或 591房屋交易網",名單,優
"35-36/竹北東區湖口/高階主管
-緯度 24.83 經度 121.01 Shigang District（+6 公里） Taichung; 緯度 24.90 經度 121.04 Wangkaolou, T'Ai-Wan, Taiwan（+3 公里） Hsinchu
-納入：興趣：高階管理人員、商業模式 (商業和金融業) 、企業家（商業與財務） 、獨資企業（商業與財務） 、酒精飲品（美食和餐飲） 、產品經理、豪華轎車（交通工具） 或高級訂製時裝（服飾）, 行為：經常旅行的用戶、小型企業主或國際飛行常客, 職稱：區經理、副總經理、創辦人、總監或董事長
0112
+生產率、企業孵化器、業務開發 (商業活動) 或商機 (商業和金融業)",名單,優
"30-60 / 基地+5K / 投資理財房產
-Windy City Pizza 風城披薩（+5 公里）
-個人理財（銀行業） 、信用卡（借貸） 、儲蓄（銀行業） 、被動收入（商業與財務） 、財務規劃（投資） 、網路銀行（銀行業） 、納斯達克100指數、股市指數 (投資) 、共同基金 (投資) 、一般保險 (保險) 、房地產（產業） 、房屋廣告和入口網站 (網站) 、室內設計（設計） 、地板或居家裝修（家居和園藝用品）
0109
擴大+591",名單,優
"30-60 / 基地+5K / 軍公教
-Windy City Pizza 風城披薩（+5 公里）
-教育（社會觀念） 、學習（教育） 、教育技術學（教育） 、專業發展（職業訓練） 、政府機關概念和作法 (法律和政府) 、財政預算案、家庭（社會觀念） 、健身和保健（健身） 、新聞媒體（新聞服務） 、保險（商業與財務） 或時事（政治）、行業類別：保護服務、教育和圖書館、軍事（全球） 、政府員工（全球） 或社區和社會服務
0109
擴大",名單,優
"30-64 / 新竹基地5K / 小家庭+房地產
-房屋（房地產） 、傢俱（居家裝潢） 、親子教育（兒童和親子教育） 、新生兒派對（兒童和親子教育） 、家電（消費電子產品） 、兒童（兒童和親子教育） 或不動產（房地產）, 家長：家長（子女最大 12 個月） 、嬰幼兒家長（01-02 歲） 、學齡前兒童的家長（03-05 歲） 、低年級學童（06-08 歲）的家長或青少年學童（09-12 歲）的家長
0108
+嬰幼兒和孕婦用品店 (零售) 、教養方式 (兒童和親子教育) 、超市（食品零售業者） 或啤酒（酒精飲料）",名單,優
"30-60 / 太平大里 / 在地高收入
-台中大里軟體園區（+5 公里） ; 樹孝路， Taiwankou, T'Ai-Wan, Taiwan（+5 公里） Changhua
-企業家（商業與財務） 、醫學院 (高等教育) 、律師（法律和法律服務） 、法律（法律和法律服務） 、科學 (期刊) 、軟體開發（軟體） 、程式語言（計算） 、軟體工程（資訊技術） 、電腦科學（資訊技術） 、網站開發（網站） 、健身和保健（健身） 、日本消費電子產品品牌 (電腦和電子產品) 、家庭（社會觀念） 、商業模式 (商業和金融業) 、轎車（汽車） 、房屋（房地產） 、住宅區（房地產） 或別墅（住宿）, 任職公司：自営業(個人事業主), 行業類別：健康照護與醫療服務、商業決策者、資訊科技和技術服務、教育和圖書館、法律服務或計算與數學, 家長：父母（全部）",訊息,優
"35-65 / 太平 大里 74沿 / 開店 投資
-慈眀高中（+5 公里）, 環中東路七段， 台中市（+5 公里）, 環中東路三段， 台中市（+5 公里） Taichung
-金錢（貨幣） 、公司（商業與財務） 、個人理財（銀行業） 、商業模式 (商業和金融業) 、被動收入（商業與財務） 、新創公司（商業與財務） 、企業家（商業與財務） 、獨資企業（商業與財務） 、投資（商業與財務） 、商業（商業與財務） 、房地產投資（投資） 、財富（經濟） 、居家事業（商業與財務） 、不動產（房地產） 、公司或收入（商業與財務）, 任職公司：自営業(個人事業主)",訊息,優
"30-60 / 太平74沿 / 創業 經營 美業
-環中東路二段（+5 公里）, 慈眀高中（+5 公里）, 環中東路七段， 台中市（+5 公里） Taichung
-商業模式 (商業和金融業) 、居家事業（商業與財務） 、收入（商業與財務） 、食品和飲品 (食物和飲品) 、指甲彩繪 (美妝) 、美甲（化妝品） 、美甲沙龍（化妝品） 、足部護理 (美容服務) 、角蛋白、髮型（護髮保養） 、自僱（工作機會） 、律師（法律和法律服務） 、自由工作者（工作機會） 、律師事務所 (法律和法律諮詢服務) 、零售業（產業） 、批發（零售） 、經銷（商業） 或早午餐（美食和餐飲）, 行為：小型企業主, 任職公司：自営業(個人事業主)",訊息,優
"30-60 / 豐原潭子后里 / 有小孩寵物
-潭子加工出口區（+5 公里）, 豐原太平洋百貨（+5 公里）, 后科路， 台中市（+3 公里） Taichung
-家庭（社會觀念） 、親子教育（兒童和親子教育） 、廚房（家居和園藝用品） 、室內設計（設計） 、現代家具（居家裝潢） 、家電（消費電子產品） 、幼兒教育（小學和中學教育） 、生活用品（家居和園藝用品） 、運動（體育運動） 、暑假（小學和中學教育） 、草地（園藝） 、任天堂 (遊戲機和相關配件) 、寵物食品（寵物用品） 、狗狗美容（寵物） 、遛狗（狗狗） 、犬隻健康（寵物） 或貓糧（寵物用品）, 家長：父母（全部）",訊息,優
"1.地區-Hong Wen International School（+3 公里）, 后里運動公園（+3 公里）, 豐原車站（+4 公里）, 台中環線， 台中市（+3 公里） Taichung
2.興趣-廚房（家居和園藝用品） 、閱讀（傳播） 、園藝（戶外活動） 、親子教育（兒童和親子教育） 、居家裝修（家居和園藝用品） 、 591房屋交易網、幼兒教育（小學和中學教育） 、教育（社會觀念） 、大自然（科學） 、自行車（體育運動） 、書籍（媒體刊物） 、家庭（社會觀念） 、房地產（產業） 、烹飪（美食和餐飲） 或質感設計
• 家長：父母（全部）",訊息,優
